indic_id,enforce_zone_id,metric_enforce_date,maille,indic_vi,indic_va,indic_vc_inter,indic_ta_inter,indic_vc_glob,indic_ta_glob
IND-301,D01,2022-12-31,DEPT,13,13,,,,
IND-301,D02,2022-12-31,DEPT,15,15,,,,
IND-301,D03,2022-12-31,DEPT,15,15,,,,
IND-301,D04,2022-12-31,DEPT,5,5,,,,
IND-301,D05,2022-12-31,DEPT,7,7,,,,
IND-301,D06,2022-12-31,DEPT,146,146,,,,
IND-301,D08,2022-12-31,DEPT,29,29,,,,
IND-301,D09,2022-12-31,DEPT,6,6,,,,
IND-301,D10,2022-12-31,DEPT,32,32,,,,
IND-301,D11,2022-12-31,DEPT,21,21,,,,
IND-301,D12,2022-12-31,DEPT,14,14,,,,
IND-301,D13,2022-12-31,DEPT,149,149,,,,
IND-301,D14,2022-12-31,DEPT,71,71,,,,
IND-301,D16,2022-12-31,DEPT,8,8,,,,
IND-301,D17,2022-12-31,DEPT,32,32,,,,
IND-301,D18,2022-12-31,DEPT,10,10,,,,
IND-301,D19,2022-12-31,DEPT,14,14,,,,
IND-301,D21,2022-12-31,DEPT,25,25,,,,
IND-301,D22,2022-12-31,DEPT,8,8,,,,
IND-301,D23,2022-12-31,DEPT,4,4,,,,
IND-301,D24,2022-12-31,DEPT,8,8,,,,
IND-301,D25,2022-12-31,DEPT,19,19,,,,
IND-301,D26,2022-12-31,DEPT,9,9,,,,
IND-301,D27,2022-12-31,DEPT,37,37,,,,
IND-301,D28,2022-12-31,DEPT,14,14,,,,
IND-301,D29,2022-12-31,DEPT,43,43,,,,
IND-301,D2A,2022-12-31,DEPT,6,6,,,,
IND-301,D2B,2022-12-31,DEPT,7,7,,,,
IND-301,D30,2022-12-31,DEPT,33,33,,,,
IND-301,D31,2022-12-31,DEPT,113,113,,,,
IND-301,D33,2022-12-31,DEPT,129,129,,,,
IND-301,D34,2022-12-31,DEPT,46,46,,,,
IND-301,D35,2022-12-31,DEPT,46,46,,,,
IND-301,D36,2022-12-31,DEPT,0,0,,,,
IND-301,D37,2022-12-31,DEPT,32,32,,,,
IND-301,D38,2022-12-31,DEPT,68,68,,,,
IND-301,D39,2022-12-31,DEPT,9,9,,,,
IND-301,D40,2022-12-31,DEPT,8,8,,,,
IND-301,D41,2022-12-31,DEPT,8,8,,,,
IND-301,D42,2022-12-31,DEPT,35,35,,,,
IND-301,D43,2022-12-31,DEPT,19,19,,,,
IND-301,D44,2022-12-31,DEPT,64,64,,,,
IND-301,D45,2022-12-31,DEPT,66,66,,,,
IND-301,D46,2022-12-31,DEPT,5,5,,,,
IND-301,D47,2022-12-31,DEPT,44,44,,,,
IND-301,D49,2022-12-31,DEPT,16,16,,,,
IND-301,D50,2022-12-31,DEPT,22,22,,,,
IND-301,D51,2022-12-31,DEPT,30,30,,,,
IND-301,D53,2022-12-31,DEPT,0,0,,,,
IND-301,D54,2022-12-31,DEPT,44,44,,,,
IND-301,D56,2022-12-31,DEPT,14,14,,,,
IND-301,D57,2022-12-31,DEPT,44,44,,,,
IND-301,D58,2022-12-31,DEPT,5,5,,,,
IND-301,D59,2022-12-31,DEPT,123,123,,,,
