indic_id,enforce_zone_id,metric_enforce_date,maille,indic_vi,indic_va,indic_vc,indic_ta
IND-298,D01,2021-12-31,DEPT,,909,,
IND-298,D01,2022-03-31,DEPT,,778,,
IND-298,D01,2022-06-30,DEPT,3510,775,,
IND-298,D01,2022-09-30,DEPT,,762,,
IND-298,D02,2021-12-31,DEPT,,630,,
IND-298,D02,2022-03-31,DEPT,,594,,
IND-298,D02,2022-06-30,DEPT,2543,568,,
IND-298,D02,2022-09-30,DEPT,,544,,
IND-298,D03,2021-12-31,DEPT,,357,,
IND-298,D03,2022-03-31,DEPT,,330,,
IND-298,D03,2022-06-30,DEPT,1387,280,,
IND-298,D03,2022-09-30,DEPT,,275,,
IND-298,D04,2021-12-31,DEPT,,177,,
IND-298,D04,2022-03-31,DEPT,,156,,
IND-298,D04,2022-06-30,DEPT,669,150,,
IND-298,D04,2022-09-30,DEPT,,148,,
IND-298,D05,2021-12-31,DEPT,,164,,
IND-298,D05,2022-03-31,DEPT,,135,,
IND-298,D05,2022-06-30,DEPT,652,153,,
IND-298,D05,2022-09-30,DEPT,,118,,
IND-298,D06,2021-12-31,DEPT,,1287,,
IND-298,D06,2022-03-31,DEPT,,1072,,
IND-298,D06,2022-06-30,DEPT,5076,1195,,
IND-298,D06,2022-09-30,DEPT,,1140,,
IND-298,D07,2021-12-31,DEPT,,388,,
IND-298,D07,2022-03-31,DEPT,,377,,
IND-298,D07,2022-06-30,DEPT,1606,356,,
IND-298,D07,2022-09-30,DEPT,,312,,
IND-298,D08,2021-12-31,DEPT,,273,,
IND-298,D08,2022-03-31,DEPT,,298,,
IND-298,D08,2022-06-30,DEPT,1198,261,,
IND-298,D08,2022-09-30,DEPT,,243,,
IND-298,D09,2021-12-31,DEPT,,141,,
IND-298,D09,2022-03-31,DEPT,,121,,
IND-298,D09,2022-06-30,DEPT,559,125,,
IND-298,D09,2022-09-30,DEPT,,124,,
IND-298,D10,2021-12-31,DEPT,,305,,
IND-298,D10,2022-03-31,DEPT,,313,,
IND-298,D10,2022-06-30,DEPT,1289,273,,
IND-298,D10,2022-09-30,DEPT,,261,,
IND-298,D11,2021-12-31,DEPT,,320,,
IND-298,D11,2022-03-31,DEPT,,320,,
IND-298,D11,2022-06-30,DEPT,1358,299,,
IND-298,D11,2022-09-30,DEPT,,265,,
IND-298,D12,2021-12-31,DEPT,,318,,
IND-298,D12,2022-03-31,DEPT,,269,,
IND-298,D12,2022-06-30,DEPT,1224,273,,
IND-298,D12,2022-09-30,DEPT,,235,,
IND-298,D13,2021-12-31,DEPT,,2701,,
IND-298,D13,2022-03-31,DEPT,,2479,,
IND-298,D13,2022-06-30,DEPT,10759,2516,,
IND-298,D13,2022-09-30,DEPT,,2465,,
IND-298,D14,2021-12-31,DEPT,,960,,
IND-298,D14,2022-03-31,DEPT,,831,,
IND-298,D14,2022-06-30,DEPT,3774,876,,
IND-298,D14,2022-09-30,DEPT,,807,,
IND-298,D15,2021-12-31,DEPT,,137,,
IND-298,D15,2022-03-31,DEPT,,117,,
IND-298,D15,2022-06-30,DEPT,523,129,,
IND-298,D15,2022-09-30,DEPT,,123,,
IND-298,D16,2021-12-31,DEPT,,382,,
IND-298,D16,2022-03-31,DEPT,,356,,
IND-298,D16,2022-06-30,DEPT,1500,331,,
IND-298,D16,2022-09-30,DEPT,,337,,
IND-298,D17,2021-12-31,DEPT,,698,,
IND-298,D17,2022-03-31,DEPT,,655,,
IND-298,D17,2022-06-30,DEPT,2801,610,,
IND-298,D17,2022-09-30,DEPT,,613,,
IND-298,D18,2021-12-31,DEPT,,307,,
IND-298,D18,2022-03-31,DEPT,,308,,
IND-298,D18,2022-06-30,DEPT,1258,282,,
IND-298,D18,2022-09-30,DEPT,,232,,
IND-298,D19,2021-12-31,DEPT,,223,,
IND-298,D19,2022-03-31,DEPT,,251,,
IND-298,D19,2022-06-30,DEPT,992,214,,
